,0
516,"
November 27, 2011 at 8:02For areas above 8,000 ft. both above and below treeline, MODERATE avalanche danger exists on slopes 32 degrees and steeper on N-NE aspects. Pockets of MODERATE danger remain in the these areas on the NW and E aspects as well. The avalanche   danger is LOW in all other areas. "
517,"
November 26, 2011 at 7:43For areas above 8,000 ft. both above and below treeline, MODERATE avalanche danger exists on slopes 32 degrees and steeper on N-NE aspects. Pockets of MODERATE danger remain in the these areas on the NW and E aspects as well. The avalanche   danger is LOW in all other areas. "
518,"
November 25, 2011 at 7:50For areas above 8,000 ft. both above and below treeline, MODERATE avalanche danger exists on slopes 32 degrees and steeper on N-NE aspects. Pockets of MODERATE danger remain in the these areas on the NW and E aspects as well. The avalanche   danger is LOW in all other areas. "
519,"
November 24, 2011 at 8:01For areas above 8,000 ft both above and below treeline, MODERATE avalanche danger exists on slopes 32 degrees and steeper on NW-N-NE-E aspects.   The avalanche   danger remains LOW in all other areas,. "
520,"
November 23, 2011 at 7:35For areas above 8,000 ft, avalanche danger is MODERATE  both above and below treeline on NW-N-NE-E aspects on slopes 32  degrees and steeper. Along the Sierra Crest in the northern half of the  forecast area, pockets of CONSIDERABLE   danger exist above 8,000 ft on  N-NE aspects both above and below treeline on slopes 32 degrees and steeper. For all other areas,  avalanche   danger is LOW. "
521,"
November 22, 2011 at 7:54On NW-N-NE-E aspects, avalanche danger is MODERATE both above and below treeline for areas above 8,000 ft on slopes 32 degrees and steeper. Along the Sierra Crest in the northern half of the forecast area, pockets of CONSIDERABLE  danger exist  on  N-NE aspects both above and below treeline in areas above 8,000 ft on slopes 32 degrees and steeper. For all other areas, avalanche   danger is LOW. "
522,"
November 21, 2011 at 7:54On NW-N-NE-E aspects, the avalanche danger remains MODERATE both above and below treeline in areas above 8,000 ft on slopes 32 degrees and steeper. Some pockets of CONSIDERABLE danger where human-triggered avalanches remain likely still exist  on N-NE aspects in these areas. In other areas, the avalanche   danger is LOW. "
523,"
November 20, 2011 at 8:00On NW-N-NE-E aspects, avalanche danger is MODERATE with some pockets of CONSIDERABLE  both above and below treeline in areas above 8,000' on NW-N-NE-E  aspects on slopes 32 degrees and steeper. For all other areas, avalanche  danger is LOW. "
524,"
November 19, 2011 at 16:47Near and above treeline avalanche danger is MODERATE both above and below treeline in areas above 8,000' on NW-N-NE-E aspects on slopes 32 degrees and steeper. For all other areas, avalanche danger is LOW. Avalanche danger is expected to increase during the overnight hours with natural avalanches becoming possible. "
525,"
April 21, 2011 at 6:42Near and above treeline, avalanche danger is MODERATE above 7,500' on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. For all other areas, pockets of MODERATE danger exist on all aspects at all elevations on slopes 35 degrees and steeper. "
526,"
April 20, 2011 at 6:51Areas of MODERATE avalanche danger are expected at nearly all elevations on E-SE-S-SW-W aspects on slopes 35 degrees and steeper. Pockets of MODERATE danger are expected on NW-N-NE aspects below 8,500' on slopes 35 degrees and steeper. "
527,"
April 19, 2011 at 7:00Areas of MODERATE avalanche danger should form on E-SE-S-SW-W aspects at all elevations today due to daytime warming. Small pockets of MODERATE danger may also form on NW-N-NE aspects near and above treeline north of Hwy 50 where new snow exists as the day warms up.  "
528,"
April 18, 2011 at 6:49Near and above treeline, MODERATE avalanche danger exists on wind-loaded NW-N-NE-E-SE aspects above 8000 ft. Below 8000 ft. pockets of MODERATE  avalanche danger should exist on all aspects due to continued rain on snow. In areas south of Hwy 50 where less precipitation has fallen, the avalanche danger should be less widespread. "
529,"
April 2, 2011 at 6:46Avalanche danger is MODERATE with pockets of CONSIDERABLE danger below 8,000' on NE-E-SE-S aspects on slopes 35 degrees and steeper. For all other areas, avalanche danger is MODERATE at all elevations on slopes 35 degrees and steeper. "
530,"
April 1, 2011 at 6:30On E-SE-S aspects avalanche danger is MODERATE with pockets of CONSIDERABLE danger forming today at all elevations on slopes 35 degrees and steeper. On SW-W aspects avalanche danger is MODERATE at all elevations on slopes 35 degrees and steeper. On NW-N-NE aspects, avalanche danger is LOW with pockets of MODERATE danger forming at all elevations on slopes 35 degrees and steeper. "
531,"
March 28, 2011 at 6:57Avalanche danger is MODERATE both above and below treeline on E-SE-S aspects on slopes 35 degrees and steeper. For all other areas avalanche danger is LOW. Please keep in mind that LOW danger does not mean no danger. There is a significant difference between the terms ""unlikely"" and ""impossible"". "
532,"
March 27, 2011 at 6:58Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on all aspects in open areas on slopes 37 degrees and steeper. "
533,"
March 22, 2011 at 6:52Avalanche danger is MODERATE for all elevations and aspects on slopes 35 degrees and steeper today due to a combination of recent wind loading and warming instability. Small to medium size human triggered avalanches remain possible today in a variety of areas. Large human triggered avalanches remain possible in isolated areas. Increasing avalanche danger is expected tonight into Wednesday. "
534,"
March 21, 2011 at 7:00Near and above treeline, avalanche danger is MODERATE with isolated pockets of CONSIDERABLE danger on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on  all aspects on slopes 35 degrees and steeper. Large destructive avalanches remain possible. Human triggered avalanches are expected today and should not be of surprise to backcountry travelers. "
535,"
March 18, 2011 at 7:01Near and above treeline by this afternoon, MODERATE avalanche danger will form on NW-N-NE-E aspects steeper than 35 degrees with pockets of MODERATE danger on the SE aspects. Below treeline the avalanche danger should remain LOW during the day today. As the winter storm impacts the forecast area, CONSIDERABLE avalanche danger will develop in areas at all elevations tonight. If the storm arrives sooner than expected, the areas of CONSIDERABLE danger will form sooner. "
536,"
March 17, 2011 at 7:00Near and above treeline on slopes steeper than 35 degrees, MODERATE avalanche danger exists on N-NE-E aspects with pockets of MODERATE danger on all other aspects. Below treeline on open slopes steeper than 35 degrees, MODERATE danger exists on sun-exposed SE-S-SW aspects with pockets of MODERATE danger on other aspects.  "
537,"
March 15, 2011 at 6:51For all aspects and elevations, avalanche danger is MODERATE with pockets of CONSIDERABLE danger forming this afternoon on slopes 35 degrees and steeper. Continued increasing avalanche danger will occur tonight. "
538,"
March 14, 2011 at 6:45Near and above treeline avalanche danger is MODERATE with pockets of CONSIDERABLE danger on NE-E-SE-S aspects, on  slopes 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on all aspects on slopes 35 degrees and steeper. "
539,"
March 9, 2011 at 7:40Both above and below treeline, avalanche danger is MODERATE on E-SE-S-SW-W aspects on slopes 35 degrees and steeper. Avalanche danger on NW-N-NE aspects is LOW with pockets of MODERATE danger both above and below treeline. "
540,"
March 8, 2011 at 7:55Near and above treeline, avalanche danger is MODERATE on all aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on E-SE-S-SW-W aspects 35 degrees and steeper. On NW-N-NE aspects below treeline, avalanche danger is LOW with pockets of MODERATE danger on slopes 37 degrees and steeper. "
541,"
March 5, 2011 at 8:00Pockets of MODERATE avalanche danger may form today on SE-S-SW aspects on slopes 37 degrees and steeper in response to daytime warming at all elevations. On the more northerly aspects, LOW avalanche danger exists at all elevations. LOW danger does not mean that avalanche activity is impossible. Continue to use caution when traveling in the backcountry. "
542,"
March 4, 2011 at 7:41Near and above treeline, areas of MODERATE danger will form today on SE-S-SW aspects on slopes 37 degrees and steeper in response to daytime warming. Pockets of MODERATE danger exist near and above treeline on NW-N-NE-E aspects 35 degrees and steeper due to lingering storm snow instabilities. Below treeline areas of MODERATE danger will form today on SE-S-SW aspects on slopes 37 degrees and steeper in response to daytime warming. Elsewhere, avalanche danger is LOW. "
543,"
March 3, 2011 at 7:55Near and above treeline avalanche danger is MODERATE with pockets of CONSIDERABLE danger on N-NE-E aspects on slopes 35 degrees and steeper. Below treeline avalanche danger is MODERATE on all aspects on slopes 35 degrees and steeper. "
544,"
March 2, 2011 at 7:56West of Hwy 89, avalanche danger near and above treeline is MODERATE with isolated pockets of CONSIDERABLE danger forming today on N-NE-E aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on all aspects on slopes 35 degrees and steeper. East of Hwy 89 avalanche danger is LOW with pockets of MODERATE danger forming today in wind loaded areas near and above treeline on N-NE-E aspects on slopes 35 degrees and steeper. "
545,"
March 1, 2011 at 7:59Near and above treeline, very isolated pockets of MODERATE avalanche danger exist on NW-N-NE-E-SE aspects, 37 degrees and steeper. Below treeline, pockets of MODERATE avalanche danger may form on the most sun-exposed SE-S-SW aspects 35 degrees and steeper due to daytime warming. "
546,"
February 28, 2011 at 8:00Near and above treeline, pockets of MODERATE avalanche danger will exist on all aspects, 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on SE-S-SW aspects with pockets of MODERATE danger on E and W aspects, 35 degrees and steeper. Deep and destructive human triggered avalanches remain possible. "
547,"
February 27, 2011 at 8:00Near and above treeline, pockets of MODERATE avalanche danger will exist on all aspects, 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on SE-S-SW aspects with pockets of MODERATE danger on E and W aspects, 35 degrees and steeper. Deep and destructive human triggered avalanches remain possible. "
548,"
February 26, 2011 at 8:02Near and above treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger on cross loaded NW, N, and SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on all aspects, 35 degrees and steeper. Large human triggered avalanches remain possible. "
549,"
February 24, 2011 at 7:47Near and above treeline, avalanche danger is MODERATE on N-NE-E aspects, 35 degrees and steeper. Pockets of MODERATE danger exist on NW and SE aspects, 35 degrees and steeper. Below treeline, avalanche danger remains LOW for all elevations and aspects. Human triggered avalanches ranging from small to large in size are possible today. A significant increase in avalanche danger is expected to occur this evening, continuing overnight and through the day on Friday. Areas of CONSIDERABLE avalanche danger may form prior to sunset today in wind loaded areas with human triggered avalanches becoming likely and natural avalanches possible. "
550,"
February 23, 2011 at 7:58Near and above treeline on slopes steeper than 35 degrees, MODERATE  avalanche danger remains on wind-loaded N-NE-E aspects with pockets MODERATE  danger on cross-loaded NW and SE aspects. Below treeline avalanche danger is LOW. Large human triggered avalanches remain possible. "
551,"
February 22, 2011 at 7:56Near and above treeline on slopes steeper than 35 degrees, MODERATE  avalanche danger remains on wind-loaded N-NE-E aspects with pockets MODERATE  danger on cross-loaded NW and SE aspects. Below treeline avalanche danger is LOW. Large human triggered avalanches remain possible. "
552,"
February 20, 2011 at 8:00Near and above treeline, avalanche danger is MODERATE on recently wind loaded NW-N-NE-E-SE-S aspects 35 degrees and steeper. Isolated pockets of MODERATE danger may exist on SW-W aspects as well. Below treeline avalanche danger is LOW with pockets of MODERATE danger in open wind affected areas on all aspects, 35 degrees and steeper. Large human triggered avalanches remain possible. "
553,"
February 19, 2011 at 7:53Near and above treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on all aspects, 35 degrees and steeper. Large destructive avalanches are possible. "
554,"
February 4, 2011 at 8:00LOW avalanche danger exists on most aspects and elevations. Some very isolated pockets of MODERATE danger may exist on NW-N-NE aspects, 37 degrees and steeper near treeline. "
555,"
February 3, 2011 at 8:03LOW avalanche danger exists on most aspects and elevations. Some very isolated pockets of MODERATE danger may remain on SE-S-SW-W-NW aspects, 37 degrees and steeper near and above treeline. "
556,"
January 31, 2011 at 8:00Near and above treeline, pockets of MODERATE avalanche danger exist on all aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on N-NE-E aspects 37 degrees and steeper. Human triggered avalanches remain possible today in a variety of areas. Use good travel habits to minimize risk. "
557,"
January 30, 2011 at 8:00Near and above treeline on slopes steeper than 35 degrees, MODERATE avalanche danger exists on NW-N-NE-E-SE aspects with pockets of MODERATE danger on the S-SW-W aspects. Some pockets of CONSIDERABLE danger may form on the most wind-loaded N-NE-E aspects along the Sierra Crest. Below treeline on slopes steeper than 35 degrees, pockets of MODERATE danger exist on all aspects. "
558,"
January 14, 2011 at 7:52Above 8,000' in near and above treeline areas, isolated pockets of MODERATE danger may exist on N-NE-E aspects, 37 degrees and steeper. For all other areas, avalanche danger is LOW. "
559,"
January 12, 2011 at 8:01Pockets of MODERATE avalanche danger exist on NW-N-NE-E-SE aspects near and above treeline on slopes steeper than 35 degrees. Below treeline the avalanche danger should remain LOW for all aspects. "
560,"
January 3, 2011 at 7:42For areas south of Hwy 88, MODERATE avalanche danger exists near and above treeline on N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on N-NE-E aspects, 35 degrees and steeper. Isolated pockets of MODERATE danger may form today near and above treeline on SW-W-NW aspects 37 degrees and steeper.
For areas north of Hwy 88, avalanche danger early this morning is LOW for all elevations and aspects. Isolated pockets of MODERATE danger may form today near and above treeline on SW-W-NW aspects 37 degrees and steeper. "
561,"
January 1, 2011 at 7:55Near and above treeline, areas of MODERATE danger will form this morning on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with isolated pockets of MODERATE danger forming on N-NE-E aspects, 35 degrees and steeper. "
562,"
December 31, 2010 at 8:01Near and above treeline, pockets of MODERATE avalanche danger exist on all aspects on slopes steeper than 37 degrees. Below treeline, LOW avalanche danger exists. LOW danger does not mean no danger. Unstable snow can still exist on isolated terrain features. "
563,"
December 30, 2010 at 8:01Near and above treeline, MODERATE avalanche danger exists on all aspects with pockets of CONSIDERABLE danger on NW-N-NE-E-SE aspects on slopes steeper than 35 degrees. Below treeline, MODERATE danger exists on NW-N-NE-E-SE aspects with pockets of MODERATE danger on S-SW-W aspects on slopes steeper than 35 degrees. "
564,"
December 26, 2010 at 7:58Near and above treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger on N-NE-E aspects, 32 degrees and steeper. Below treeline, areas of MODERATE avalanche danger exist on all aspects, 32 degrees and steeper. Areas of CONSIDERABLE danger are only expected to exist near the Sierra Crest. "
565,"
December 24, 2010 at 7:57LOW avalanche danger exists in most areas above and below treeline. Some isolated pockets of MODERATE avalanche danger remain near and above treeline on NW-N-NE-E aspects, 37 degrees and steeper.  "
566,"
December 23, 2010 at 7:59Near and above treeline, pockets of MODERATE avalanche danger linger on NW-N-NE-E aspects, 37 degrees and steeper. Below treeline, the avalanche danger is LOW in most areas. "
567,"
December 22, 2010 at 7:30Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger in open areas on NW-N-NE-E aspects 35 degrees and steeper. "
568,"
December 21, 2010 at 7:49Avalanche danger is MODERATE above and below treeline on NW-N-NE-E-SE aspects 35 degrees and steeper. Avalanche danger is LOW with pockets of MODERATE danger on S-SW-W aspects above and below treeline on slopes 37 degrees and steeper. "
569,"
December 15, 2010 at 7:58Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with isolated pockets of MODERATE danger in open areas on NW-N-NE-E-SE aspects, 37 degrees and steeper. "
570,"
December 14, 2010 at 7:58A continual increase in avalanche danger is expected to occur now through midnight tonight. This morning, avalanche danger both above and below treeline will rise to MODERATE danger in open areas 35 degrees and steeper. This afternoon, avalanche danger is expected to further increase to CONSIDERABLE danger near and above treeline on NW-N-NE-E-SE aspects 35 degrees and steeper. Late this afternoon and evening, areas of locally higher avalanche danger may exist if the upper end of forecast snowfall amounts are met or exceeded. "
571,"
December 13, 2010 at 7:49LOW avalanche danger exists in most areas this morning. Pockets of MODERATE  avalanche danger will quickly develop on sun-exposed E-SE-S-SW-W  aspects steeper than 37 degrees at all elevations due to daytime  warming. "
572,"
December 12, 2010 at 7:51LOW avalanche danger exists in most areas this morning. Pockets of MODERATE avalanche danger will quickly develop on sun-exposed E-SE-S-SW-W aspects steeper than 37 degrees at all elevations due to daytime warming. "
573,"
December 7, 2010 at 7:55Near and above treeline MODERATE avalanche danger exists on N-NE-E aspects 35 degrees and steeper with pockets of MODERATE danger on NW and SE aspects. Below treeline the avalanche danger is mostly LOW with pockets of MODERATE  danger on wind-loaded N-NE-E slopes steeper than 35 degrees. "
574,"
December 3, 2010 at 7:49For areas north of Hwy 88, avalanche danger near and above treeline is MODERATE on NW-N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on N-NE aspects 35 degrees and steeper. South of Hwy 88, avalanche danger is LOW for all elevations and aspects. "
575,"
December 1, 2010 at 7:49Isolated pockets of MODERATE avalanche  danger exist on N-NE-E aspects 37 degrees and steeper near and above  treeline. Below treeline very isolated pockets of MODERATE  avalanche danger exist on N-NE aspects on slopes 35 degrees and  steeper where a persistent weak layer exists near the base of the  snowpack. "
576,"
November 30, 2010 at 7:30Isolated pockets of MODERATE avalanche danger exist on NW-N-NE-E aspects 35 degrees and steeper near and above treeline. Below treeline very isolated pockets of MODERATE avalanche danger exist on NW-N-NE aspects on slopes 35 degrees and steeper where a persistent weak layer exists near the base of the snowpack. "
577,"
November 29, 2010 at 8:02Isolated pockets of MODERATE avalanche danger exist on all aspects 35 degrees and steeper near and above treeline. Below treeline isolated pockets of MODERATE avalanche danger exist on NW-N-NE aspects on slopes 35 degrees and steeper. "
578,"
November 27, 2010 at 7:57As the day progresses, avalanche danger near and above treeline will increase to MODERATE with pockets of CONSIDERABLE danger on N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger forming on all aspects in open areas, 35 degrees and steeper. "
579,"
November 26, 2010 at 7:57Near and above treeline, very isolated pockets of MODERATE avalanche danger may exist on N-NE aspects, 37 degrees and steeper. For all other areas, avalanche danger is LOW. "
580,"
November 25, 2010 at 6:36Isolated pockets of MODERATE avalanche danger remain on the most heavily wind-loaded N-NE-E-SE aspects and on newly wind-loaded NW-W-SW-S-SE aspects near and above treeline on slopes steeper than 35 degrees. Below treeline the avalanche danger is LOW. "
581,"
November 24, 2010 at 7:30Near and above treeline on slopes steeper than 35 degrees, MODERATE avalanche danger exists on all aspects. Below treeline pockets of MODERATE avalanche danger exist on open slopes steeper than 35 degrees. Human-triggered avalanches are possible today.  "
582,"
November 22, 2010 at 7:46Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E-SE aspects 35 degrees and steeper. For all other areas, avalanche danger is LOW with isolated pockets of MODERATE danger in open wind loaded areas on all aspects, 35 degrees and steeper. An increase in avalanche danger in expected to occur during the overnight hours into Tuesday. "
583,"
November 20, 2010 at 7:43Near and above treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger on N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is MODERATE in open areas, 35 degrees and steeper. Rocks, down trees, and stumps will present a significant hazard to backcountry travelers today due to the overall shallow snow cover. An increase in avalanche danger is expected to occur tonight in response to high intensity snowfall. "
584,"
April 25, 2010 at 7:00Near and above treeline, the avalanche danger will rise to MODERATE on the sun-exposed E-SE-S-SW-W aspects steeper than 35 degrees due to daytime warming. Below treeline pockets of CONSIDERABLE danger will form on the E-SE-S-SW-W aspects. Pockets of MODERATE avalanche danger may also form on NW-N-NE aspects below treeline. "
585,"
April 22, 2010 at 6:47Near and above treeline, avalanche danger is MODERATE  in recently wind loaded areas on all aspects on slopes 35 degrees and  steeper. Below treeline, pockets of MODERATE  danger exist on all aspects in open areas on slopes 35 degrees and  steeper. "
586,"
April 21, 2010 at 6:46Near and above treeline, avalanche danger is MODERATE in recently wind loaded areas on all aspects on slopes 35 degrees and steeper. Below treeline, pockets of MODERATE danger exist on all aspects in open areas on slopes 35 degrees and steeper. "
587,"
April 20, 2010 at 6:56This morning, avalanche danger is MODERATE below 9,000' on all aspects on slopes 37 degrees and steeper due to wet snow instability. After the onset of precipitation, concerns will gradually shift to storm snow instability with avalanche danger remaining at MODERATE above and below treeline on all aspects on slopes 35 degrees and steeper. Pockets of CONSIDERABLE danger may form in wind loaded areas on NW-N-NE-E aspects 37 degrees and steeper this afternoon or tonight if the upper end of forecast snowfall amounts are reached. "
588,"
April 16, 2010 at 6:43Avalanche danger is MODERATE on E-SE-S-SW-W aspects at all elevations on slopes 35 degrees and steeper due to warming instability and poor overnight refreeze. Very, very isolated pockets of instability linger on northerly aspects. Normal caution is advised. "
589,"
April 14, 2010 at 7:00MODERATE avalanche danger will form on E-SE-S-SW-W aspects at all elevations on slopes 35 degrees and steeper due to daytime warming. Isolated pockets of MODERATE avalanche danger may also form on some NE aspects that warm up today. If slopes receive more sunshine than forecasted the avalanche danger may increase. "
590,"
April 2, 2010 at 6:59Near and above treeline MODERATE avalanche danger exists on the NW-N-NE-E aspects 35 degrees and steeper. Below treeline LOW avalanche danger exists. As another storm impacts the forecast area this afternoon and tonight, the avalanche danger will increase and could reach CONSIDERABLE on wind-loaded slopes near and above treeline during the night. "
591,"
April 1, 2010 at 7:00Near and above treeline MODERATE avalanche danger exists on the NW-N-NE-E aspects 35 degrees and steeper. Below treeline pockets of MODERATE danger exist on the NW-N-NE-E aspects on slopes steeper than 35 degrees. "
592,"
March 28, 2010 at 6:54Pockets of MODERATE avalanche danger will form on the sun-exposed E-SE-S-SW-W aspects on slopes 35 degrees and steeper due to daytime warming today. Near and above treeline a few isolated pockets of MODERATE danger may still exist on the most wind-loaded NW-N-NE aspects steeper than 37 degrees north of Lake Tahoe. "
593,"
March 27, 2010 at 7:02Pockets of MODERATE avalanche danger exist on all aspects on slopes 35 degrees and steeper at all elevations. Shifting winds causing wind loading on various slopes and increased daytime warming will comprise the main avalanche concerns today. "
594,"
March 26, 2010 at 7:00MODERATE avalanche danger exists in near and above treeline terrain on NW-N-NE-E aspects, 35 degrees and steeper with pockets of MODERATE danger on SE aspects. Below treeline avalanche danger is LOW with pockets of MODERATE danger in wind affected areas on NW-N-NE-E-SE aspects 35 degrees and steeper. "
595,"
March 25, 2010 at 6:54North of Lake Tahoe, avalanche danger is MODERATE in near and above treeline terrain on NW-N-NE-E aspects, 35 degrees and steeper. Below treeline avalanche danger is LOW with pockets of MODERATE danger in wind affected areas on NW-N-NE-E aspects 35 degrees and steeper. From Lake Tahoe southward, avalanche danger is LOW with pockets of MODERATE danger near and above treeline in wind loaded areas on NW-N-NE-E aspects 35 degrees and steeper. Below treeline avalanche danger is LOW. "
596,"
March 21, 2010 at 7:00LOW avalanche danger exists for all elevations and aspects. Some isolated pockets of MODERATE avalanche danger may develop on sun-exposed  E-SE-S-SW-W aspects 37 degrees and steeper below 9000' due to daytime warming if the forecast area receives more sun than forecasted or the temperatures climb higher than forecasted. "
597,"
March 16, 2010 at 7:00On slopes steeper than 35 degrees, the avalanche danger will rise to MODERATE on the sun-exposed E-SE-S-SW-W aspects due to daytime warming today. On the NW-N-NE aspects the avalanche danger will remain LOW. "
598,"
March 15, 2010 at 7:00The avalanche danger will rise to MODERATE on the sun-exposed E-SE-S-SW slopes steeper than 35 degrees due to daytime warming today. Pockets of MODERATE danger linger on the most heavily wind loaded W-NW-N-NE aspects steeper than 35 degrees. "
599,"
March 12, 2010 at 7:44Near and above treeline, avalanche danger will rise to MODERATE this afternoon and on to CONSIDERABLE this evening on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with areas of MODERATE avalanche danger forming during the afternoon and evening hours on all aspects, 35 degrees and steeper.  Natural slab avalanche activity is expected beginning late this afternoon and continuing overnight. If the top end of forecast snowfall amounts are reached, a short period of HIGH avalanche danger is possible after sunset. "
600,"
March 11, 2010 at 7:21Areas of MODERATE avalanche danger will exist today at all elevations on sun exposed E-SE-S-SW-W aspects, 35 degrees and steeper. For all other areas, avalanche danger is LOW. "
601,"
March 10, 2010 at 8:00Near and above treeline, pockets of MODERATE avalanche danger exist on all aspects steeper than 35 degrees due to shifting winds wind loading a variety of slopes. Very isolated areas of deep slab instability linger near and above treeline on NW-N-NE aspects in rocky terrain, 40 degrees and steeper. Below treeline pockets of MODERATE danger remain on wind-loaded NW-N-NE-E-SE aspects steeper than 35 degrees. "
602,"
March 9, 2010 at 7:57Pockets of MODERATE avalanche danger exist on NW-N-NE-E-SE facing slopes steeper than 35 degrees on wind-loaded slopes at all elevations. Very isolated areas of deep slab instability linger near and above treeline on NW-N-NE aspects in rocky terrain, 40 degrees and steeper. "
603,"
March 8, 2010 at 8:02Near and above treeline, pockets of MODERATE avalanche danger will develop on NW-N-NE-E facing slopes steeper than 35 degrees as more snow and wind impact the forecast area this afternoon. Very isolated areas of deep slab instability linger above treeline on NW-N-NE aspects in rocky terrain, 40 degrees and steeper. Below treeline the avalanche danger should remain LOW. If more snow falls than the forecast calls for, the avalanche danger will increase and become more widespread. "
604,"
March 4, 2010 at 8:00Near and above treeline on slopes 35 degrees and steeper, the avalanche danger is MODERATE on all aspects. Below treeline pockets of MODERATE danger exist on all aspects on slopes steeper than 35 degrees. Large destructive avalanches remain possible. "
605,"
March 2, 2010 at 8:02Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E aspects with pockets of MODERATE danger on SE aspects, 35 degrees and steeper due to deep slab instability and new wind loading. Below treeline, the avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. Large destructive avalanches remain possible. "
606,"
March 1, 2010 at 8:01Near and above treeline, avalanche danger is MODERATE on NW-N-NE aspects, 35 degrees and steeper due to deep slab instability. Avalanche danger is LOW with pockets of MODERATE danger due to warming instability involving the recent new snow at all elevations on E-SE-S-SW-W aspects and mid to lower elevation NW-N-NE aspects, on slopes 35 degrees and steeper. Large destructive avalanche remain possible. "
607,"
February 27, 2010 at 7:58Near and above treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger on N-NE-E aspects 35 degrees and steeper. Below treeline, avalanche danger is MODERATE on all slopes 35 degrees and steeper. Large destructive avalanches are possible today. "
608,"
February 23, 2010 at 7:48Near and above treeline, pockets of MODERATE danger linger in recently wind loaded areas on NW-N-NE aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW in wind protected areas. Increasing avalanche danger is expected overnight into Wednesday. "
609,"
February 22, 2010 at 7:59Near and above treeline, avalanche danger is MODERATE in wind loaded areas on SE-S-SW-W-NW aspects on slopes 35 degrees and steeper. Pockets of MODERATE danger may linger on N-NE-E aspects 35 degrees and steeper. Below treeline, pockets of MODERATE danger exist in open wind loaded areas on all aspects, 35 degree and steeper. Avalanche danger in LOW in wind sheltered areas. "
610,"
February 21, 2010 at 8:00Near and above treeline, avalanche danger in MODERATE on all aspects on slopes 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger in open wind affected areas on all aspects 35 degrees and steeper. A significant variance in localized avalanche danger is anticipated today due to local variances in new snow accumulation. "
611,"
February 10, 2010 at 7:44Near and above treeline, pockets of MODERATE avalanche danger exist in wind loaded areas on SE-S-SW-W-NW aspects, 35 degrees and steeper. Below 8,500', pockets of MODERATE avalanche danger will develop in open sun exposed areas on SE-S-SW-W aspects 35 degrees and steeper in response to daytime warming. For all other areas, avalanche danger is LOW. "
612,"
February 9, 2010 at 8:04Near and above treeline, pockets of MODERATE avalanche danger will form today in wind loaded areas on NW-N-NE-E aspects 35 degrees and steeper. Below treeline, avalanche danger is LOW in wind sheltered areas. "
613,"
February 8, 2010 at 8:01Near and above treeline isolated pockets of MODERATE avalanche danger remain on NW-N-NE-E aspects steeper than 35 degrees. Below treeline the avalanche danger is LOW. "
614,"
February 7, 2010 at 8:00Near and above treeline pockets of MODERATE avalanche danger remain on NW-N-NE-E aspects steeper than 35 degrees. Below treeline the avalanche danger is LOW. "
615,"
February 6, 2010 at 8:00Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E aspects 35 degrees and steeper. Below treeline, pockets of MODERATE danger exist in open wind affected areas 35 degrees and steeper. Near and above treeline, some pockets of CONSIDERABLE danger may develop on NW-N-NE-E aspects 35 degrees and steeper in areas that receive the high end of forecasted snow today. "
