,0
496,"
April 16, 2011 at 7:00The avalanche danger should remain LOW for all elevations and aspects today. Some minor wet snow instabilities could form due to daytime warming. Larger wet snow instabilities and wet slab avalanches will remain unlikely today but not impossible. "
497,"
April 15, 2011 at 6:59Early this morning, avalanche danger is LOW for all elevations and aspects. Isolated areas of MODERATE danger may form today both above and below treeline on NE-E-SE-S  aspects on slopes 35 degrees and steeper in response to daytime warming, especially in the southern portion of the forecast area. "
498,"
April 14, 2011 at 6:57Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will rise to MODERATE in sun exposed areas both above and below treeline on NE-E-SE-S-SW-W aspects on slopes 35 degrees and steeper in response to daytime warming. "
499,"
April 13, 2011 at 6:41Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
500,"
April 12, 2011 at 6:58This morning, avalanche danger is LOW for all elevations and aspects. MODERATE  avalanche danger may form on open, sun-exposed E-SE-S-SW-W aspects on  slopes 35 degrees and steeper as the day warms up. "
501,"
April 11, 2011 at 6:42This morning, avalanche danger is LOW for all elevations and aspects. MODERATE  avalanche danger may form on open, sun-exposed E-SE-S-SW-W aspects on  slopes 35 degrees and steeper as the day warms up. "
502,"
April 10, 2011 at 6:49This morning, avalanche danger is LOW for all elevations and aspects. MODERATE  avalanche danger may form on open, sun-exposed E-SE-S-SW-W aspects on  slopes 35 degrees and steeper as the day warms up. "
503,"
April 9, 2011 at 6:34Early this morning, avalanche danger is LOW for all elevations and aspects. Isolated pockets of MODERATE danger are expected to form on open sun exposed E-SE-S-SW-W aspects on slopes 37 degrees and steeper in response to daytime warming. "
504,"
April 8, 2011 at 6:45Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on all aspects on slopes 37 degrees and steeper. Below treeline, avalanche danger is LOW. "
505,"
April 6, 2011 at 6:55The avalanche danger should remain LOW for most areas today. Some isolated pockets of MODERATE avalanche danger may form on the most sun-exposed, lower elevation E-SE-S-SW aspects on slopes 37 degrees and steeper as the day warms up. As snow and wind impact the forecast area tonight the avalanche danger will quickly increase and become more widespread. "
506,"
April 5, 2011 at 6:44Early this morning, avalanche danger is LOW for all elevations and aspects. MODERATE avalanche danger will form on E-SE-S-SW-W aspects on slopes 35 degrees and steeper as the day warms up. "
507,"
April 4, 2011 at 7:00Early this morning, avalanche danger is LOW for all elevations and aspects. MODERATE avalanche danger will form on E-SE-S-SW-W aspects on slopes 35 degrees and steeper as the day warms up. "
508,"
April 3, 2011 at 6:20Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form in response to daytime warming on E-SE-S-SW-W aspects on slopes 37 degrees and steeper. "
509,"
March 31, 2011 at 7:00This morning, avalanche danger is LOW for all elevations and aspects. MODERATE  avalanche danger will quickly form on E-SE-S-SW-W aspects at all elevations on slopes 35  degrees  and steeper due to daytime warming. Large dangerous natural and  human-triggered cornice collapses also remain  likely today. "
510,"
March 30, 2011 at 7:01Early this morning, avalanche danger is LOW for all elevations and aspects. MODERATE  danger quickly will form on E-SE-S aspects with pockets of MODERATE danger forming on SW-W aspects at all elevations on slopes 37  degrees and steeper due to daytime warming. Even though human-triggered and natural avalanches remain unlikely,  large dangerous natural and human-triggered cornice collapses remain  likely. "
511,"
March 29, 2011 at 6:45Early this morning, avalanche danger is LOW for all elevations and aspects. As daytime warming occurs, areas of MODERATE danger will form on E-SE-S aspects at all elevations on slopes 37 degrees and steeper. For all other areas, avalanche danger will remain LOW. The greatest areas of instability today are expected to form in the southern portion of the forecast area. "
512,"
March 13, 2011 at 7:00Near and above treeline, avalanche danger is LOW with very isolated pockets of MODERATE danger on N-NE-E aspects on slopes 37 degrees and steeper. Below treeline LOW  avalanche danger exists on all aspects. As more snow and wind impact the region tonight the avalanche danger will quickly increase. "
513,"
March 12, 2011 at 8:00Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects on slopes 37 degrees and steeper. Below treeline LOW  avalanche danger exists on all aspects. "
514,"
March 11, 2011 at 8:00Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects on slopes 35 degrees and steeper. Below treeline LOW avalanche danger exists on all aspects. If more sunshine and daytime warming than forecasted occurs today, the avalanche danger will increase on sun-exposed aspects at all elevations. "
515,"
March 10, 2011 at 7:33Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on N-NE-E aspects on slopes 37 degrees and steeper. Elsewhere, avalanche danger is LOW. If snowfall amounts this afternoon exceed forecast expectations, avalanche danger will be greater and more widespread. "
516,"
February 15, 2011 at 7:51In most areas the avalanche danger remains LOW. Some isolated pockets of MODERATE avalanche danger may exist on the wind-loaded N-NE-E aspects near and above treeline 35 degrees and steeper. The avalanche danger will increase quickly and dramatically as a strong winter storm impacts the region this evening. "
517,"
February 14, 2011 at 7:41Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised. "
518,"
February 13, 2011 at 8:01Avalanche danger remains LOW on all elevations and aspects. Normal caution is advised. "
519,"
February 12, 2011 at 7:37Avalanche danger remains LOW on all elevations and aspects. Normal caution is advised. "
520,"
February 11, 2011 at 7:49The avalanche danger should remain LOW on all elevations and aspects today. Please use normal caution while traveling in the backcountry. "
521,"
February 9, 2011 at 7:56The avalanche danger remains LOW for all elevations and aspects. Please use normal caution while traveling in the backcountry. "
522,"
February 8, 2011 at 7:47 
Avalanche danger is LOW for all elevations and aspects. Normal caution is advised.
  "
523,"
February 7, 2011 at 7:32Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
524,"
February 6, 2011 at 7:46Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
525,"
February 2, 2011 at 7:48For most locations near and above treeline avalanche danger is LOW. Very isolated pockets of MODERATE danger may exist near and above treeline on SE-S-SW-W-NW aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW for all elevations and aspects. "
526,"
February 1, 2011 at 7:51Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on SE-S-SW-W-NW-N aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW. "
527,"
January 29, 2011 at 8:01The avalanche danger should remain LOW for all elevations and aspects for most of the day. Use normal caution when traveling in the backcountry. "
528,"
January 28, 2011 at 8:01The avalanche danger should remain LOW for all elevations and aspects for most of the day. Pockets of MODERATE danger may form this afternoon on SE-S-SW aspects 35 degrees and steeper in response to daytime warming. "
529,"
January 27, 2011 at 7:56Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger may form today on SE-S-SW aspects 35 degrees and steeper in response to daytime warming. "
530,"
January 26, 2011 at 7:40Avalanche danger remains  LOW for all elevations and aspects. Normal caution is advised. "
531,"
January 25, 2011 at 7:57Avalanche danger remains  LOW for all elevations and aspects. Normal caution is advised. "
532,"
January 24, 2011 at 8:00The avalanche danger should remain  LOW for all elevations and aspects today. Continue to use normal caution when traveling in the backcountry "
533,"
January 23, 2011 at 7:59The avalanche danger should remain  LOW for all elevations and aspects today. Continue to use normal caution when traveling in the backcountry. "
534,"
January 22, 2011 at 8:00The avalanche danger should remain  LOW for all elevations and aspects today. Continue to use normal caution when traveling in the backcountry. "
535,"
January 21, 2011 at 7:44Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
536,"
January 20, 2011 at 7:40Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
537,"
January 19, 2011 at 7:34Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
538,"
January 18, 2011 at 8:01This morning the avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE avalanche danger should form on the E-SE-S-SW-W aspects 35 degrees and steeper by midday due to daytime warming. "
539,"
January 17, 2011 at 8:00This morning the avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE avalanche danger should form on the E-SE-S-SW-W aspects 35 degrees and steeper due to daytime warming.  "
540,"
January 16, 2011 at 8:00Avalanche danger should remain LOW for all elevations and aspects today. Normal caution is advised. "
541,"
January 15, 2011 at 7:30Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
542,"
January 13, 2011 at 7:50Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. If new snowfall exceeds expected forecast amounts, localized areas of increased avalanche danger may exist. "
543,"
January 11, 2011 at 8:00The avalanche danger should remain LOW for all elevations and aspects today. If more snow falls than forecasted, the avalanche danger will increase. Continue to use normal caution when travelling in the backcountry. "
544,"
January 10, 2011 at 8:01The avalanche danger will remain LOW for all elevations and aspects today. Continue to use normal caution when travelling in the backcountry. "
545,"
January 9, 2011 at 7:42Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
546,"
January 8, 2011 at 7:40Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
547,"
January 7, 2011 at 7:48Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
548,"
January 6, 2011 at 8:00On all aspects and at all elevations, the avalanche danger will remain LOW today. Even though dangerous avalanche   activity should remain unlikely, it is not impossible. Continue to use   normal caution when traveling in the backcountry. "
549,"
January 5, 2011 at 7:55LOW avalanche danger exists at all elevations and on all aspects today. LOW  danger does not mean no danger. Even though dangerous avalanche  activity should remain unlikely it is not impossible. Continue to use  normal caution when traveling in the backcountry. "
550,"
January 4, 2011 at 8:00LOW avalanche danger exists at all elevations and on all aspects today. LOW danger does not mean no danger. Even though dangerous avalanche activity should remain unlikely it is not impossible. Continue to use normal caution when traveling in the backcountry. "
551,"
December 28, 2010 at 8:00For most of today, avalanche danger is LOW for all elevations and aspects. During the afternoon and evening hours, pockets of MODERATE danger are expected to form near and above treeline on N-NE-E aspects, 35 degrees and steeper. Avalanche danger will increase during the overnight hours with natural avalanches possible. "
552,"
December 28, 2010 at 7:59For most of today, avalanche danger is LOW for all elevations and aspects. During the afternoon and evening hours, pockets of MODERATE danger are expected to form near and above treeline on N-NE-E aspects, 35 degrees and steeper. Avalanche danger will increase during the overnight hours with natural avalanches possible. "
553,"
December 27, 2010 at 7:43Near and above treeline, avalanche danger is LOW with isolated pockets of MODERATE danger lingering on N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with isolated pockets of MODERATE danger lingering on N-NE-E aspects, 35 degrees and steeper. "
554,"
December 25, 2010 at 7:58The avalanche danger remains LOW in most areas above and below treeline. Pockets of MODERATE avalanche danger exist near and above treeline on wind-loaded NW-N-NE-E aspects, 35 degrees and steeper. As more snow and wind impact the forecast area tonight, expect the avalanche danger to increase. "
555,"
December 16, 2010 at 8:02Avalanche danger is LOW for the vast majority of all elevations and aspects. Very isolated pockets of MODERATE danger may exist on N-NE-E aspects, 37 degrees and steeper due to developing deep slab concerns. "
556,"
December 11, 2010 at 8:17Near and above treeline, LOW avalanche danger exists in most areas with isolated pockets of MODERATE danger on N-NE-E aspects, 37 degrees and steeper. Below treeline, pockets of MODERATE avalanche danger exist in open areas 37 degrees and steeper. "
557,"
December 10, 2010 at 7:53Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger in open areas 37 degrees and steeper. "
558,"
December 9, 2010 at 7:55Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger in open areas 37 degrees and steeper. "
559,"
December 8, 2010 at 7:59Near and above treeline, avalanche danger is LOW with the possible formation of isolated pockets of MODERATE danger above 7,500' after the onset of snowfall on N-NE-E aspects 37 degrees and steeper. For all other areas, avalanche danger is LOW. "
560,"
December 4, 2010 at 7:50North of Hwy 88, avalanche danger near and above treeline is LOW with pockets of MODERATE danger lingering on recently wind loaded NW-N-NE-E aspects 35 degrees and steeper. Below treeline and all areas south of Hwy 88, avalanche danger is LOW. Please keep in mind that LOW danger means human trigger avalanches are unlikely, which is different than impossible, especially in highly complex or extreme terrain. "
561,"
December 2, 2010 at 7:58For nearly all areas, avalanche danger is LOW for all elevations and aspects. Very isolated pockets of MODERATE danger exist near and below treeline on N-NE aspects on slopes 35 degrees and  steeper where a persistent weak layer exists near the base of the  snowpack. Additional pockets of MODERATE danger may form later today if rain falls on the remaining areas of cold unconsolidated snow on N-NE aspects. "
562,"
November 28, 2010 at 7:48Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE aspects, 35 degrees and steeper. "
563,"
November 19, 2010 at 7:44For most of today, avalanche danger is LOW for all elevations and aspects. Isolated areas of instability may form this evening after the onset of snowfall sometime this afternoon. A significant increase in avalanche danger is expected overnight into Saturday. "
564,"
April 19, 2010 at 6:15Early this morning, the avalanche danger is LOW for all elevations and aspects. As the sun hits the snow and the day warms up, pockets of MODERATE danger will quickly form on the E-SE-S-SW-W aspects 35 degrees and steeper at all elevations. "
565,"
April 18, 2010 at 6:49Very early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will develop quickly today at all elevations on  E-SE-S-SW-W aspects 35 degrees and steeper in response to daytime warming. "
566,"
April 17, 2010 at 6:45Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form at all elevations on E-SE-S-SW-W aspects in response to daytime warming. Very isolated areas of instability may exist on northerly aspects. Normal caution is advised. "
567,"
April 11, 2010 at 6:56This morning, avalanche danger is LOW for all elevations and aspects. After the onset of snowfall, pockets of MODERATE danger will form near and above treeline on NW-N-NE-E aspects 35 degrees and steeper. Avalanche danger will likely to increase to CONSIDERABLE during the evening and overnight hours with natural avalanche activity possible. "
568,"
April 10, 2010 at 6:47Avalanche danger is LOW with pockets of MODERATE danger in open areas at all elevations on E-SE-S-SW-W aspects 37 degrees and steeper. "
569,"
April 9, 2010 at 6:57This morning the avalanche danger is LOW. The avalanche danger will increase to MODERATE at all elevations on E-SE-S-SW-W aspects 35 degrees and steeper due to daytime warming. "
570,"
April 8, 2010 at 6:54This morning the avalanche danger is LOW. The avalanche danger will quickly increase to MODERATE at all elevations on E-SE-S-SW-W aspects 35 degrees and steeper due to daytime warming. "
571,"
April 4, 2010 at 6:50Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger in open wind affected areas on NW-N-NE aspects, 37 degrees and steeper. Destructive avalanches are possible today in very isolated areas. A significant and widespread increase in avalanche danger is expected to occur during the evening and overnight hours. "
572,"
March 29, 2010 at 7:03Avalanche danger is LOW for all elevations and aspects. Very isolated areas of instability may exist. Normal caution is advised. A significant increase in avalanche danger is expected to occur on Tuesday. "
573,"
March 24, 2010 at 7:00Early this morning, avalanche danger is LOW for all elevations and  aspects. Pockets  of MODERATE avalanche danger will develop today on   sun-exposed  E-SE-S-SW-W aspects 37 degrees and steeper in response  to  daytime warming. "
574,"
March 23, 2010 at 6:58Early this morning, avalanche danger is LOW for all elevations and  aspects. Some pockets of MODERATE avalanche danger will develop today on  sun-exposed  E-SE-S-SW-W aspects 37 degrees and steeper in response  to daytime warming. "
575,"
March 22, 2010 at 6:50This morning, LOW avalanche danger exists for all elevations and aspects. Some pockets of MODERATE avalanche danger may develop today on sun-exposed  E-SE-S-SW-W aspects 37 degrees and steeper below 9000' due to daytime warming. "
576,"
March 20, 2010 at 7:01This morning, LOW avalanche danger exists for all elevations and aspects. Pockets of MODERATE avalanche danger will quickly develop at all elevations on E-SE-S-SW-W aspects 37 degrees and steeper in response to   daytime warming. "
577,"
March 19, 2010 at 6:40Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE avalanche danger will develop at all elevations on E-SE-S-SW-W aspects 37 degrees and steeper in response to   daytime warming. "
578,"
March 18, 2010 at 6:35Early this morning, avalanche danger is LOW for all elevations and aspects. Isolated pockets of MODERATE avalanche danger will form mainly below 8,500' on E-SE-S-SW-W aspects 37 degrees and steeper in response to  daytime warming. "
579,"
March 17, 2010 at 6:53Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE avalanche danger will form at all elevations on E-SE-S-SW-W aspects 37 degrees and steeper in response to daytime warming. "
580,"
March 7, 2010 at 8:03Avalanche danger is LOW with pockets of MODERATE danger due to wet snow instability developing below 8,000' on E-SE-S-SW-W aspects 35 degrees and steeper in response to daytime warming. Very isolated areas of deep slab instability linger above treeline on NW-N-NE aspects in rocky terrain, 40 degrees and steeper. "
581,"
March 6, 2010 at 7:52Avalanche danger is LOW for all elevations and aspects. Very isolated areas of instability may exist. Snowfall amounts greater than forecast expectations could create isolated areas of locally higher avalanche danger today. "
582,"
March 5, 2010 at 7:40Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible on NW-N-NE aspects near and above treeline and below 8,000' on sun exposed E-SE-S-SW aspects. "
583,"
February 28, 2010 at 7:52Avalanche danger is LOW with pockets of MODERATE danger at all elevations, on all aspects, on slopes 35 degrees and steeper. This is due to lingering new and old snow instabilities on mid and high elevation NW-N-NE aspects and warming instability involving the new snow at all elevations on E-SE-S-SW-W aspects and mid to lower elevation NW-N-NE aspects. "
584,"
February 20, 2010 at 7:57The avalanche danger will remain LOW for all elevations and aspects today. Expect the avalanche danger to increase over the 24 hours if the forecasted snow impacts the Central Sierra. "
585,"
February 19, 2010 at 8:00The avalanche danger will remain LOW for all elevations and aspects today. Expect the avalanche danger to increase over the 24 hours as a storm impacts the Central Sierra. "
586,"
February 18, 2010 at 8:00This morning LOW avalanche danger exists for all elevations and aspects. Pockets of MODERATE danger will develop below 9,500' on E-SE-S-SW aspects, 35 degrees and steeper due to daytime warming. "
587,"
February 17, 2010 at 7:45Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will develop below 9,500' on E-SE-S-SW aspects, 35 degrees and steeper in response to daytime warming. "
588,"
February 16, 2010 at 7:55Avalanche danger is LOW with pockets of MODERATE danger below 10,000' on SE-S-SW aspects 35 degrees and steeper. Normal caution is advised. "
589,"
February 15, 2010 at 7:43Early this morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form at all elevations on E-SE-S-SW-W aspects 35 degrees and steeper in response to daytime warming. "
590,"
February 14, 2010 at 7:59This morning the avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form on E-SE-S-SW-W aspects steeper than 35 degrees due to daytime warming today. Use normal caution when traveling in the backcountry.
 "
591,"
February 13, 2010 at 8:00This morning the avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger may form on sun-exposed SE-S-SW-W aspects steeper than 35 degrees due to daytime warming today. Use normal caution when traveling in the backcountry.
 "
592,"
February 12, 2010 at 8:00The avalanche danger is LOW for most areas. A few small isolated pockets of MODERATE danger may exist on heavily wind-loaded N-NE-E aspects steeper than 37 degrees near and above treeline today. Even though most avalanche activity is unlikely today, avalanches are not impossible. Use normal caution when traveling in the backcountry. "
593,"
February 11, 2010 at 7:41Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible. Normal caution is advised. "
594,"
February 4, 2010 at 7:48Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but certainly not impossible today in isolated areas that have received recent wind loading. Normal caution is advised. "
595,"
February 2, 2010 at 8:00LOW avalanche danger exists on all aspects and at all elevations today. LOW danger only means that avalanches are unlikely. It does not mean that they are impossible. Continue to use caution when traveling in the backcountry. "
596,"
January 17, 2010 at 7:54This morning, avalanche danger is LOW for all elevations and aspects. Following the onset of snowfall, pockets of MODERATE danger are expected to develop near and above treeline in wind loaded areas on N-NE-E aspects, 37 degrees and steeper in the late afternoon or evening hours. Avalanche danger is expected to continue to rise overnight into Monday. "
597,"
January 16, 2010 at 7:51Avalanche danger is LOW all elevations and aspects. Normal caution is advised. "
598,"
January 11, 2010 at 7:42Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
599,"
January 10, 2010 at 8:00Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
600,"
January 9, 2010 at 8:00Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
601,"
January 8, 2010 at 8:00Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. If more precipitation falls than the forecast calls for, the avalanche danger may increase. "
602,"
January 5, 2010 at 7:40Avalanche danger is LOW for all elevations and aspects. Avalanche activity is unlikely but not impossible. Normal caution is advised. "
603,"
January 4, 2010 at 7:53Avalanche danger is LOW for all elevations and aspects. Avalanche activity is unlikely but not impossible. Normal caution is advised. "
604,"
December 28, 2009 at 8:02LOW avalanche danger exists at all elevations and on all aspects. LOW danger does not mean no danger. Even though avalanche activity is unlikely today, it is not impossible. Use normal caution when travelling in the backcountry. "
605,"
December 27, 2009 at 7:59This morning LOW avalanche danger exists at all elevations and on all aspects. This afternoon pockets of MODERATE danger may develop above treeline on the most heavily wind-loaded N-NE-E aspects steeper than 35 degrees. Isolated, deep-slab instability remains unlikely but not impossible near and below treeline on NW-N-NE aspects above 8,000 ft. If more snow falls than forecasted, the avalanche danger will become more widespread. "
606,"
December 26, 2009 at 8:00LOW avalanche danger exits at all elevations and on all aspects. LOW danger does not mean no danger. Isolated, deep-slab instability is unlikely but not impossible near and below treeline on NW-N-NE aspects above 8,000 ft. Use normal caution when travelling in the backcountry. "
607,"
December 24, 2009 at 7:46Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Deep slab instability is unlikely but not impossible near treeline and below treeline on NW-N-NE aspects above 8,000' at this time. The next scheduled update to this advisory will occur Dec 26 at 7am. "
608,"
December 17, 2009 at 7:50Near and above treeline, avalanche danger is LOW with isolated pockets of MODERATE danger on wind loaded NW-N-NE-E aspects, 35 degrees and steeper. Near treeline and below treeline, avalanche danger is LOW with pockets of MODERATE danger above 8,000' on NW-N-NE aspects, 35 degrees and steeper due to deep slab instability in some areas. Avalanches that occur below treeline may be large and destructive with severe consequences. "
609,"
December 6, 2009 at 7:54For most areas, avalanche danger is LOW. Isolated pockets of MODERATE avalanche danger exist above 8,000' both near treeline and below treeline on NW-N-NE aspects, 32 degrees and steeper. "
610,"
December 5, 2009 at 7:53For most areas, avalanche danger is LOW. Isolated pockets of MODERATE avalanche danger exist above 8,000' both near treeline and below treeline on NW-N-NE aspects, 32 degrees and steeper. "
611,"
April 25, 2009 at 7:00Today, the avalanche danger should remain LOW for all aspects and elevations. Some sluffing may occur in the new snow today. Some very small, isolated, human-triggerable winds slabs may exist on wind-loaded aspects near and above treeline. "
612,"
April 24, 2009 at 7:00Today, the avalanche danger should remain LOW for all aspects and elevations. Some minor sluffing may occur in the new snow today. Some very small, isolated, human-triggerable winds slabs may form on N-NE-E aspects near and above treeline by this afternoon. "
613,"
April 23, 2009 at 7:00This morning, the avalanche danger is LOW for all elevations and aspects. Above treeline on E-SE-S-SW-W aspects and below treeline on W aspects pockets of MODERATE avalanche danger should quickly develop on slopes 37 degrees and steeper in response to daytime warming. Larger areas of MODERATE avalanche danger should develop on slopes 37 degrees and steeper on E-SE-S-SW aspects below treeline. "
614,"
April 22, 2009 at 6:16Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will rise to MODERATE on E-SE-S-SW-W aspects 37 degrees and steeper in response to daytime warming. Pockets of MODERATE danger will also form on NW-N-NE aspects, 37 degrees and steeper as warming occurs. "
615,"
April 21, 2009 at 6:46Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will rise to MODERATE on E-SE-S-SW-W aspects 37 degrees and steeper in response to daytime warming. Pockets of MODERATE danger will also form on NW-N-NE aspects, 37 degrees and steeper as warming occurs. "
616,"
April 20, 2009 at 6:57Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will quickly rise to MODERATE on E-SE-S-SW-W aspects 37 degrees and steeper in response to daytime warming. Pockets of MODERATE danger will also form on NW-N-NE aspects, 37 degrees and steeper as warming occurs. "
617,"
April 19, 2009 at 6:46This morning the avalanche danger is LOW. Areas of MODERATE avalanche danger should quickly develop due to daytime warming on E-SE-S-SW-W aspects 37 degrees and steeper at all elevations today.  "
618,"
April 18, 2009 at 6:53This morning the avalanche danger is LOW. Areas of MODERATE avalanche danger should quickly develop due to daytime warming on E-SE-S-SW-W aspects 37 degrees and steeper at all elevations today.  "
619,"
April 17, 2009 at 7:00This morning the avalanche danger is LOW. Areas of MODERATE avalanche danger should quickly develop due to daytime warming on E-SE-S-SW-W aspects 37 degrees and steeper at all elevations today.  "
620,"
April 15, 2009 at 6:50For most areas, avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Pockets of MODERATE danger exist in the mountains directly south of Lake Tahoe near and above treeline on SE-S-SW aspects, 37 degrees and steeper. "
621,"
April 14, 2009 at 6:50Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
622,"
April 13, 2009 at 7:00This morning the avalanche danger is LOW. Pockets of MODERATE avalanche danger should quickly develop due to daytime warming on E-SE-S-SW-W aspects 37 degrees and steeper at all elevations today. "
623,"
April 12, 2009 at 7:00This morning the avalanche danger is LOW. Areas of MODERATE avalanche danger should quickly develop due to daytime warming on E-SE-S-SW-W aspects 37 degrees and steeper at all elevations today. "
624,"
April 11, 2009 at 7:00This morning the avalanche danger is LOW. Areas of MODERATE avalanche danger should quickly develop due to daytime warming on E-SE-S-SW-W aspects 37 degrees and steeper at all elevations today.
 "
625,"
April 7, 2009 at 7:00This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger could form this afternoon below treeline on all aspects, 35 degrees and steeper in response to a combination of daytime warming and light rain. "
626,"
April 6, 2009 at 6:58This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form at all elevations on E-SE-S-SW-W aspects, 35 degrees and steeper in response to daytime warming. "
627,"
April 5, 2009 at 6:40This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form at all elevations on E-SE-S-SW-W aspects, 35 degrees and steeper in response to daytime warming. "
628,"
April 4, 2009 at 6:50This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form at all elevations on E-SE-S-SW-W aspects, 37 degrees and steeper in response to daytime warming. "
629,"
April 3, 2009 at 6:54For the vast majority of locations, avalanche danger is LOW. Some small and isolated pockets of instability are possible in the most heavily wind loaded areas near and above treeline on slopes 37 degrees and steeper. These areas of instability are not expected to present a significant hazard to backcountry travelers. "
630,"
April 2, 2009 at 6:52This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will form at all elevations on SE-S-SW aspects, 37 degrees and steeper in response to daytime warming. "
631,"
April 1, 2009 at 6:59This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger may develop below treeline on sun-exposed, SE-S-SW-W aspects, 37 degrees and steeper in response to daytime warming. "
632,"
March 31, 2009 at 7:00This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger should develop at all elevations on sun-exposed, E-SE-S-SW aspects, 37 degrees and steeper in response to daytime warming. "
633,"
March 30, 2009 at 7:00This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger may develop below treeline on sun-exposed, SE-S-SW aspects, 37 degrees and steeper in response to daytime warming. "
634,"
March 29, 2009 at 6:44This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger may develop on E-SE-S-SW aspects, 37 degrees and steeper in response to daytime warming. "
635,"
March 28, 2009 at 6:52Early this morning, avalanche danger is LOW for all elevations and aspects. Avalanche danger will quickly rise to MODERATE at all elevations on E-SE-S-SW-W aspects, 37 degrees and steeper in response to daytime warming. "
636,"
March 27, 2009 at 6:49This morning, avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE danger will develop at all elevations on E-SE-S-SW-W aspects in response to daytime warming. "
637,"
March 26, 2009 at 7:01Today, the avalanche danger is LOW for all elevations and aspects. Small, wet-snow instabilities may develop due to daytime warming on the sun-exposed E-SE-S-SW-W aspects 37 degrees and steeper below treeline today. "
